boro,zipcode,cuisine_description,inspection_date,action,violation_code,violation_description,grade,inspection_type,latitude,longitude,council_district,census_tract,inspection_year,violations,vermin_types,critical_flags
Queens,11434,Frozen Desserts,2024-05-06,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",A,Cycle Inspection / Initial Inspection,40.672022161485,-73.764308716884,28,033402,2024,1,0,0
Queens,11434,Hamburgers,2024-12-05,Violations were cited in the following area(s).,09E,Wash hands sign not posted near or above hand washing sink.,A,Pre-permit (Operational) / Re-inspection,40.672625007273,-73.770575648619,28,033402,2024,1,0,0
Queens,11434,Hamburgers,2024-12-05,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",A,Pre-permit (Operational) / Re-inspection,40.672625007273,-73.770575648619,28,033402,2024,1,0,0
Queens,11434,Hamburgers,2024-12-26,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",A,Cycle Inspection / Initial Inspection,40.679694728472,-73.777102188178,27,028400,2024,1,0,0
Queens,11434,Hamburgers,2024-12-26,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,A,Cycle Inspection / Initial Inspection,40.679694728472,-73.777102188178,27,028400,2024,1,0,0
Queens,11434,Hamburgers,2024-12-26,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",A,Cycle Inspection / Initial Inspection,40.679694728472,-73.777102188178,27,028400,2024,1,0,0
Queens,11434,Hamburgers,2025-01-13,Violations were cited in the following area(s).,10H,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",A,Cycle Inspection / Initial Inspection,40.683590806298,-73.769398412222,27,036800,2025,1,0,0
Queens,11434,Hamburgers,2025-05-01,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",A,Cycle Inspection / Re-inspection,40.667935318774,-73.780984279643,28,029400,2025,1,0,0
Queens,11434,Hamburgers,2025-05-01,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",A,Cycle Inspection / Re-inspection,40.667935318774,-73.780984279643,28,029400,2025,1,0,0
Queens,11434,Hamburgers,2025-05-08,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,A,Cycle Inspection / Initial Inspection,40.660102192647,-73.774169125051,31,030600,2025,1,0,0
Queens,11434,Hamburgers,2025-05-08,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",A,Cycle Inspection / Initial Inspection,40.660102192647,-73.774169125051,31,030600,2025,1,0,0
Queens,11434,Indian,2025-08-12,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,A,Cycle Inspection / Re-inspection,40.667932622227,-73.78100952164,28,029400,2025,1,0,0
Queens,11434,Indian,2025-08-12,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",A,Cycle Inspection / Re-inspection,40.667932622227,-73.78100952164,28,029400,2025,1,0,0
Queens,11434,"Juice, Smoothies, Fruit Salads",2024-09-13,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,A,Cycle Inspection / Initial Inspection,40.679280447258,-73.760850674801,27,035200,2024,1,0,0
Queens,11434,"Juice, Smoothies, Fruit Salads",2024-09-13,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,A,Cycle Inspection / Initial Inspection,40.679280447258,-73.760850674801,27,035200,2024,1,0,0
Queens,11434,"Juice, Smoothies, Fruit Salads",2025-03-06,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,A,Cycle Inspection / Initial Inspection,40.683635115061,-73.792589361043,28,019000,2025,1,0,0
Queens,11434,"Juice, Smoothies, Fruit Salads",2025-08-29,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",A,Cycle Inspection / Re-inspection,40.679183527484,-73.77817108421,28,033402,2025,1,0,0
Queens,11434,"Juice, Smoothies, Fruit Salads",2025-08-29,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",A,Cycle Inspection / Re-inspection,40.679183527484,-73.77817108421,28,033402,2025,1,0,0
Queens,11434,Other,2024-04-16,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",A,Cycle Inspection / Initial Inspection,40.669761391718,-73.782841956802,28,029400,2024,1,0,0
Queens,11434,Other,2025-01-13,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",A,Cycle Inspection / Initial Inspection,40.682293107349,-73.766972803031,27,036800,2025,1,0,0
Queens,11434,Other,2025-01-13,Violations were cited in the following area(s).,10H,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",A,Cycle Inspection / Initial Inspection,40.682293107349,-73.766972803031,27,036800,2025,1,0,0
Queens,11434,Pizza,2024-07-16,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",A,Cycle Inspection / Initial Inspection,40.674471983362,-73.76369076633,27,033000,2024,1,0,0
Queens,11434,Pizza,2024-11-14,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,A,Cycle Inspection / Re-inspection,40.663420691679,-73.776998181433,31,030600,2024,1,0,0
Queens,11434,Pizza,2024-11-22,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,A,Cycle Inspection / Re-inspection,40.657580182109,-73.767531607429,31,032000,2024,1,1,0
Queens,11434,Pizza,2024-11-22,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",A,Cycle Inspection / Re-inspection,40.657580182109,-73.767531607429,31,032000,2024,1,0,0
Queens,11434,Pizza,2024-11-22,Violations were cited in the following area(s).,10A,"Toilet facility not maintained or provided with toilet paper, waste receptacle or self-closing door.",A,Cycle Inspection / Re-inspection,40.657580182109,-73.767531607429,31,032000,2024,1,0,0
Queens,11434,Pizza,2024-11-22,Violations were cited in the following area(s).,10H,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",A,Cycle Inspection / Re-inspection,40.657580182109,-73.767531607429,31,032000,2024,1,0,0
Queens,11434,Pizza,2025-01-21,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",A,Cycle Inspection / Initial Inspection,40.679261075907,-73.760775032256,27,035200,2025,1,0,0
Queens,11434,Pizza,2025-01-21,Violations were cited in the following area(s).,10H,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",A,Cycle Inspection / Initial Inspection,40.679261075907,-73.760775032256,27,035200,2025,1,0,0
Queens,11434,Pizza,2025-04-02,Violations were cited in the following area(s).,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",A,Cycle Inspection / Initial Inspection,40.68602510511,-73.793714091468,28,019000,2025,1,0,0
Queens,11434,Pizza,2025-04-02,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",A,Cycle Inspection / Initial Inspection,40.68602510511,-73.793714091468,28,019000,2025,1,0,0
Queens,11434,Sandwiches,2025-01-31,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",A,Cycle Inspection / Initial Inspection,40.679284769739,-73.778008505572,28,033402,2025,1,0,0
Queens,11434,Sandwiches,2025-01-31,Violations were cited in the following area(s).,08B,"Garbage receptacle not pest or water resistant, with tight-fitting lids, and covered except while in active use. Garbage receptacle and cover not cleaned after emptying and prior to reuse. Garbage, refuse and other solid and liquid waste not collected, stored, removed and disposed of so as to prevent a nuisance.",A,Cycle Inspection / Initial Inspection,40.679284769739,-73.778008505572,28,033402,2025,1,0,0
Queens,11434,Sandwiches,2025-01-31,Violations were cited in the following area(s).,10A,"Toilet facility not maintained or provided with toilet paper, waste receptacle or self-closing door.",A,Cycle Inspection / Initial Inspection,40.679284769739,-73.778008505572,28,033402,2025,1,0,0
Queens,11434,Sandwiches,2025-05-05,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",A,Pre-permit (Operational) / Initial Inspection,40.681314622852,-73.764971601019,27,033401,2025,1,0,0
Queens,11434,Sandwiches,2025-05-05,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,A,Pre-permit (Operational) / Initial Inspection,40.681314622852,-73.764971601019,27,033401,2025,1,0,0
Queens,11434,Sandwiches,2025-05-05,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",A,Pre-permit (Operational) / Initial Inspection,40.681314622852,-73.764971601019,27,033401,2025,1,0,0
Queens,11434,Soul Food,2025-05-05,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",A,Cycle Inspection / Re-inspection,40.687772709469,-73.790236273549,28,027600,2025,1,0,0
Queens,11434,Soul Food,2025-05-05,Violations were cited in the following area(s).,10E,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",A,Cycle Inspection / Re-inspection,40.687772709469,-73.790236273549,28,027600,2025,1,0,0
Queens,11434,Soul Food,2025-05-05,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",A,Cycle Inspection / Re-inspection,40.687772709469,-73.790236273549,28,027600,2025,1,0,0
Queens,11434,Soul Food,2025-10-31,Violations were cited in the following area(s).,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,A,Cycle Inspection / Initial Inspection,40.692233887588,-73.766566503367,27,042400,2025,1,0,0
Queens,11434,Soul Food,2025-10-31,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",A,Cycle Inspection / Initial Inspection,40.692233887588,-73.766566503367,27,042400,2025,1,0,0
Queens,11434,Spanish,2024-12-06,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,A,Cycle Inspection / Initial Inspection,40.657541784587,-73.767546158421,31,032000,2024,1,0,0
Queens,11434,Spanish,2024-12-06,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",A,Cycle Inspection / Initial Inspection,40.657541784587,-73.767546158421,31,032000,2024,1,0,0
Queens,11434,Spanish,2024-12-27,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",A,Cycle Inspection / Re-inspection,40.686184522119,-73.793836190839,28,019000,2024,1,0,0
Queens,11434,Spanish,2024-12-27,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",A,Cycle Inspection / Re-inspection,40.686184522119,-73.793836190839,28,019000,2024,1,0,0
Queens,11434,Tex-Mex,2025-06-13,Violations were cited in the following area(s).,09B,Thawing procedure improper.,A,Cycle Inspection / Initial Inspection,40.686146043505,-73.793807464529,28,019000,2025,1,0,0
Queens,11434,Tex-Mex,2025-06-13,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,A,Cycle Inspection / Initial Inspection,40.686146043505,-73.793807464529,28,019000,2025,1,0,0
Queens,11434,Tex-Mex,2025-06-13,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",A,Cycle Inspection / Initial Inspection,40.686146043505,-73.793807464529,28,019000,2025,1,0,0
Queens,11434,Tex-Mex,2025-06-13,Violations were cited in the following area(s).,28-06,Contract with a pest management professional not in place. Record of extermination activities not kept on premises.,A,Cycle Inspection / Initial Inspection,40.686146043505,-73.793807464529,28,019000,2025,1,0,0
Queens,11435,African,2025-05-21,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,A,Cycle Inspection / Initial Inspection,40.695002599056,-73.805896791323,28,020400,2025,1,0,0
Queens,11435,African,2025-05-21,Violations were cited in the following area(s).,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",A,Cycle Inspection / Initial Inspection,40.695002599056,-73.805896791323,28,020400,2025,1,0,0
Queens,11435,American,2024-04-12,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,A,Cycle Inspection / Re-inspection,40.696199622634,-73.804458000825,27,020800,2024,1,0,0
Queens,11435,American,2024-04-16,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",A,Cycle Inspection / Initial Inspection,40.701803341646,-73.808675609014,27,024000,2024,1,0,0
Queens,11435,American,2024-04-16,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",A,Cycle Inspection / Initial Inspection,40.701803341646,-73.808675609014,27,024000,2024,1,0,0
Queens,11435,American,2024-05-03,Violations were cited in the following area(s).,10E,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",A,Cycle Inspection / Initial Inspection,40.699445856527,-73.807203761191,27,020800,2024,1,0,0
Queens,11435,American,2024-05-03,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",A,Cycle Inspection / Initial Inspection,40.699445856527,-73.807203761191,27,020800,2024,1,0,0
Queens,11435,American,2024-09-25,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",A,Cycle Inspection / Initial Inspection,40.698904597637,-73.806884362129,27,020800,2024,1,0,0
Queens,11435,American,2024-09-25,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",A,Cycle Inspection / Initial Inspection,40.698904597637,-73.806884362129,27,020800,2024,1,0,0
Queens,11435,American,2024-10-28,Violations were cited in the following area(s).,02H,"After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2 hours, and from 70 °F to 41 °F or less within 4 additional hours.",A,Cycle Inspection / Initial Inspection,40.695605193492,-73.805155753212,28,020400,2024,1,0,0
Queens,11435,American,2024-10-28,Violations were cited in the following area(s).,09C,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",A,Cycle Inspection / Initial Inspection,40.695605193492,-73.805155753212,28,020400,2024,1,0,0
Queens,11435,American,2024-10-28,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,A,Cycle Inspection / Initial Inspection,40.695605193492,-73.805155753212,28,020400,2024,1,0,0
Queens,11435,American,2024-10-28,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",A,Cycle Inspection / Initial Inspection,40.695605193492,-73.805155753212,28,020400,2024,1,0,0
Queens,11435,American,2025-08-28,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",A,Cycle Inspection / Re-inspection,40.707892345562,-73.817769084175,24,021400,2025,1,0,0
Queens,11435,American,2025-08-28,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",A,Cycle Inspection / Re-inspection,40.707892345562,-73.817769084175,24,021400,2025,1,0,0
Queens,11435,Bagels/Pretzels,2025-06-20,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",A,Pre-permit (Operational) / Re-inspection,40.706856403551,-73.817039738691,24,021400,2025,1,0,0
Queens,11435,Bagels/Pretzels,2025-06-20,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,A,Pre-permit (Operational) / Re-inspection,40.706856403551,-73.817039738691,24,021400,2025,1,0,0
Queens,11435,Bakery Products/Desserts,2023-11-01,Violations were cited in the following area(s).,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",A,Cycle Inspection / Initial Inspection,40.694975206343,-73.805929327134,28,020400,2023,1,0,0
Queens,11435,Bakery Products/Desserts,2023-11-01,Violations were cited in the following area(s).,09E,Wash hands sign not posted near or above hand washing sink.,A,Cycle Inspection / Initial Inspection,40.694975206343,-73.805929327134,28,020400,2023,1,0,0
Queens,11435,Bakery Products/Desserts,2023-11-01,Violations were cited in the following area(s).,10H,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",A,Cycle Inspection / Initial Inspection,40.694975206343,-73.805929327134,28,020400,2023,1,0,0
Queens,11435,Bakery Products/Desserts,2024-12-06,Violations were cited in the following area(s).,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,A,Pre-permit (Operational) / Re-inspection,40.700828124574,-73.80655057604,27,020800,2024,1,0,0
Queens,11435,Bakery Products/Desserts,2024-12-06,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",A,Pre-permit (Operational) / Re-inspection,40.700828124574,-73.80655057604,27,020800,2024,1,0,0
Queens,11435,Bottled Beverages,2022-10-07,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",A,Pre-permit (Operational) / Initial Inspection,40.70250779903,-73.814783165913,24,021400,2022,1,0,0
Queens,11435,Bottled Beverages,2022-10-07,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",A,Pre-permit (Operational) / Initial Inspection,40.70250779903,-73.814783165913,24,021400,2022,1,0,0
Queens,11435,Caribbean,2018-10-20,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Not A,Cycle Inspection / Re-inspection,40.696218749871,-73.804407456832,28,020400,2018,1,0,0
Queens,11435,Caribbean,2018-10-20,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Not A,Cycle Inspection / Re-inspection,40.696218749871,-73.804407456832,28,020400,2018,1,0,0
Queens,11435,Caribbean,2018-10-20,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Not A,Cycle Inspection / Re-inspection,40.696218749871,-73.804407456832,28,020400,2018,1,0,0
Queens,11435,Caribbean,2018-10-20,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not A,Cycle Inspection / Re-inspection,40.696218749871,-73.804407456832,28,020400,2018,1,0,0
Queens,11435,Caribbean,2022-11-29,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,A,Cycle Inspection / Re-inspection,40.694658258081,-73.801959851254,28,019800,2022,1,0,0
Queens,11435,Caribbean,2022-11-29,Violations were cited in the following area(s).,06C,"Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.",A,Cycle Inspection / Re-inspection,40.694658258081,-73.801959851254,28,019800,2022,1,0,0
Queens,11435,Caribbean,2024-08-28,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",A,Cycle Inspection / Re-inspection,40.701577010694,-73.807922491419,24,021200,2024,1,0,0
Queens,11435,Caribbean,2024-08-28,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",A,Cycle Inspection / Re-inspection,40.701577010694,-73.807922491419,24,021200,2024,1,0,0
Queens,11435,Caribbean,2024-12-18,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,A,Cycle Inspection / Re-inspection,40.689037351055,-73.795929560538,28,019600,2024,1,0,0
Queens,11435,Caribbean,2024-12-18,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",A,Cycle Inspection / Re-inspection,40.689037351055,-73.795929560538,28,019600,2024,1,0,0
Queens,11435,Caribbean,2025-05-22,Violations were cited in the following area(s).,09C,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",A,Cycle Inspection / Initial Inspection,40.686791905824,-73.794274207423,28,027000,2025,1,0,0
Queens,11435,Caribbean,2025-05-22,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,A,Cycle Inspection / Initial Inspection,40.686791905824,-73.794274207423,28,027000,2025,1,0,0
Queens,11435,Caribbean,2025-05-22,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",A,Cycle Inspection / Initial Inspection,40.686791905824,-73.794274207423,28,027000,2025,1,0,0
Queens,11435,Caribbean,2025-08-26,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",A,Cycle Inspection / Re-inspection,40.6988523742,-73.806841237119,27,020800,2025,1,0,0
Queens,11435,Caribbean,2025-08-26,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",A,Cycle Inspection / Re-inspection,40.6988523742,-73.806841237119,27,020800,2025,1,0,0
Queens,11435,Caribbean,2025-10-08,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",A,Pre-permit (Operational) / Initial Inspection,40.686747924844,-73.794238286143,28,027000,2025,1,0,0
Queens,11435,Chicken,2024-04-29,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",A,Cycle Inspection / Initial Inspection,40.703735226968,-73.815100736139,24,021400,2024,1,0,0
Queens,11435,Chicken,2024-04-29,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",A,Cycle Inspection / Initial Inspection,40.703735226968,-73.815100736139,24,021400,2024,1,0,0
Queens,11435,Chicken,2024-07-15,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",A,Cycle Inspection / Initial Inspection,40.686731482133,-73.794252760071,28,019000,2024,1,0,0
Queens,11435,Chicken,2024-07-15,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",A,Cycle Inspection / Initial Inspection,40.686731482133,-73.794252760071,28,019000,2024,1,0,0
Queens,11435,Chicken,2024-07-15,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",A,Cycle Inspection / Initial Inspection,40.686731482133,-73.794252760071,28,019000,2024,1,0,0
Queens,11435,Chicken,2024-09-18,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",A,Cycle Inspection / Re-inspection,40.705059827548,-73.809383968453,27,023800,2024,1,0,0
Queens,11435,Chicken,2024-09-18,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",A,Cycle Inspection / Re-inspection,40.705059827548,-73.809383968453,27,023800,2024,1,0,0
